Taxon,leaf_thickness_um,leaf_thickness_um_SE,Family,Genus,Pathway,Reference,Species
Tapura amazonica,281.3111116197374,17.443833378466742,Dichapetalaceae,Tapura,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",amazonica
Tapura capitulifera,411.0551277747523,7.0819554202051975,Dichapetalaceae,Tapura,C3,"Lin Y-S, Medlyn BE, Duursma RA, Prentice IC, Wang H, Baig S, Eamus D, De Dios VR, Mitchell P, Ellsworth DS, De Beeck MO, Wallin G, Uddling J, Tarvainen L, Linderson M-L, Cernusak LA, Nippert JB, Ocheltree TW, Tissue DT, Martin-StPaul NK, Rogers A, Warren JM, De Angelis P, Hikosaka K, Han Q, Onoda Y, Gimeno TE, Barton CVM, Bennie J, Bonal D, Bosc A, Löw M, Macinins-Ng C, Rey A, Rowland L, Setterfield SA, Tausz-Posch S, Zaragoza-Castells J, Broadmeadow MSJ, Drake JE, Freeman M, Ghannoum O, Hutley LB, Kelly JW, Kikuzawa K, Kolari P, Koyama K, Limousin J-M, Meir P, Da Costa ACL, Mikkelsen TN, Salinas N, Sun W, Wingate L, (2015) Optimal stomatal behaviour around the world. Nature Climate Change 5(5): 459-464 DOI: 10.1038/NCLIMATE2550",capitulifera
Taraxacum officinale,142.87356321839079,7.678979435836495,Asteraceae,Taraxacum,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",officinale
Tasmannia lanceolata,420.1492537313429,,Winteraceae,Tasmannia,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",lanceolata
Taxus baccata,293.7142857142857,9.31993423256135,Taxaceae,Taxus,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",baccata
Terminalia amazonia,199.1627906976744,6.355049826924851,Combretaceae,Terminalia,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",amazonia
Terminalia glaucescens,319.95,11.022234022971157,Combretaceae,Terminalia,C3,"Domingues TF, Meir P, Feldpausch TR, et al. (2010) Co-limitation of photosynthetic capacity by nitrogen and phosphorus in West Africa woodlands. Plant, Cell & Environment (33): 959-980.",glaucescens
Terminalia laxiflora,429.42105263157896,12.67046014051426,Combretaceae,Terminalia,C3,"Domingues TF, Meir P, Feldpausch TR, et al. (2010) Co-limitation of photosynthetic capacity by nitrogen and phosphorus in West Africa woodlands. Plant, Cell & Environment (33): 959-980.",laxiflora
Terminalia macroptera,390.5555555555556,14.274366215849918,Combretaceae,Terminalia,C3,"Domingues TF, Meir P, Feldpausch TR, et al. (2010) Co-limitation of photosynthetic capacity by nitrogen and phosphorus in West Africa woodlands. Plant, Cell & Environment (33): 959-980.",macroptera
Terminalia oblonga,162.82103993314254,6.320730682171206,Combretaceae,Terminalia,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",oblonga
Tetragastris altissima,203.27142844427206,4.148411535535255,Burseraceae,Tetragastris,C3,"Lin Y-S, Medlyn BE, Duursma RA, Prentice IC, Wang H, Baig S, Eamus D, De Dios VR, Mitchell P, Ellsworth DS, De Beeck MO, Wallin G, Uddling J, Tarvainen L, Linderson M-L, Cernusak LA, Nippert JB, Ocheltree TW, Tissue DT, Martin-StPaul NK, Rogers A, Warren JM, De Angelis P, Hikosaka K, Han Q, Onoda Y, Gimeno TE, Barton CVM, Bennie J, Bonal D, Bosc A, Löw M, Macinins-Ng C, Rey A, Rowland L, Setterfield SA, Tausz-Posch S, Zaragoza-Castells J, Broadmeadow MSJ, Drake JE, Freeman M, Ghannoum O, Hutley LB, Kelly JW, Kikuzawa K, Kolari P, Koyama K, Limousin J-M, Meir P, Da Costa ACL, Mikkelsen TN, Salinas N, Sun W, Wingate L, (2015) Optimal stomatal behaviour around the world. Nature Climate Change 5(5): 459-464 DOI: 10.1038/NCLIMATE2550",altissima
Tetragastris panamensis,202.28659001895875,3.9376189370572705,Burseraceae,Tetragastris,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",panamensis
Teucrium chamaedrys,264.46000000000004,55.160044718376845,Lamiaceae,Teucrium,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",chamaedrys
Teucrium scorodonia,306.0,0.0,Lamiaceae,Teucrium,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",scorodonia
Thalictrum minus,177.22000000000003,0.0,Ranunculaceae,Thalictrum,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",minus
Themeda triandra,98.88888888888889,5.879447357921312,Poaceae,Themeda,C4,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",triandra
Theobroma cacao,168.1818181818182,7.69512027411254,Malvaceae,Theobroma,C3,"Smith, N. G. and Dukes, J. S. (2017), LCE: leaf carbon exchange data set for tropical, temperate, and boreal species of North and Central America. Ecology, 98: 2978. doi:10.1002/ecy.1992",cacao
Theobroma subincanum,302.70098057915186,3.422325072589469,Malvaceae,Theobroma,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",subincanum
Thermopsis rhombifolia,338.6666666666665,8.466666666666498,Fabaceae,Thermopsis,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",rhombifolia
Thlaspi arvense,210.0,,Brassicaceae,Thlaspi,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",arvense
Thymus polytrichus,232.59444444444452,8.244381426334,Lamiaceae,Thymus,C3,"Cornelissen, J. H. C. 1996. An experimental comparison of leaf decomposition rates in a wide range of temperate plant species and types. Journal of Ecology 84:573-582.",polytrichus
Thymus vulgaris,379.0,0.0,Lamiaceae,Thymus,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",vulgaris
Thyrsodium guianense,267.73333322030527,8.523311847833243,Anacardiaceae,Thyrsodium,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",guianense
Tilia americana,143.5865517241379,7.5607777487814385,Malvaceae,Tilia,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",americana
Tilia cordata,131.306422622212,4.2550205335744735,Malvaceae,Tilia,C3,"Cornelissen, J. H. C. 1996. An experimental comparison of leaf decomposition rates in a wide range of temperate plant species and types. Journal of Ecology 84:573-582.",cordata
Tilia japonica,196.24217118997896,,Malvaceae,Tilia,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",japonica
Tilia maximowicziana,217.95407098121103,,Malvaceae,Tilia,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",maximowicziana
Tilia platyphyllos,112.75,15.342614944439337,Malvaceae,Tilia,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",platyphyllos
Tillandsia capillaris,1061.6666666666702,,Bromeliaceae,Tillandsia,CAM,"Cornwell, W. K., J. H. C. Cornelissen, K. Amatangelo, E. Dorrepaal, V. T. Eviner, O. Godoy, S. E. Hobbie, B. Hoorens, H. Kurokawa, N. Pérez-Harguindeguy, H. M. Quested, L. S. Santiago, D. A. Wardle, I. J. Wright, R. Aerts, S. D. Allison, P. van Bodegom, V. Brovkin, A. Chatain, T. V. Callaghan, S. Díaz, E. Garnier, D. E. Gurvich, E. Kazakou, J. A. Klein, J. Read, P. B. Reich, N. A. Soudzilovskaia, M. V. Vaieretti, and M. Westoby. 2008. Plant species traits are the predominant control on litter decomposition rates within biomes worldwide. Ecology Letters 11:1065-1071.",capillaris
Toona ciliata,198.33333333333303,,Meliaceae,Toona,C3,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819",ciliata
Touroulia guianensis,209.33333333333326,2.582741867774546,Ochnaceae,Touroulia,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",guianensis
Tradescantia ohiensis,272.5,48.36923953643817,Commelinaceae,Tradescantia,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",ohiensis
Tragopogon dubius,251.42857142857142,29.067128499108286,Asteraceae,Tragopogon,C3,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.",dubius
Tragopogon pratensis,176.0,14.352700094407323,Asteraceae,Tragopogon,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",pratensis
Trattinnickia aspera,271.1839195402299,14.396419076510195,Burseraceae,Trattinnickia,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",aspera
Trema micrantha,193.89406762678115,4.059289554176511,Cannabaceae,Trema,C3,"Cornwell, W. K., J. H. C. Cornelissen, K. Amatangelo, E. Dorrepaal, V. T. Eviner, O. Godoy, S. E. Hobbie, B. Hoorens, H. Kurokawa, N. Pérez-Harguindeguy, H. M. Quested, L. S. Santiago, D. A. Wardle, I. J. Wright, R. Aerts, S. D. Allison, P. van Bodegom, V. Brovkin, A. Chatain, T. V. Callaghan, S. Díaz, E. Garnier, D. E. Gurvich, E. Kazakou, J. A. Klein, J. Read, P. B. Reich, N. A. Soudzilovskaia, M. V. Vaieretti, and M. Westoby. 2008. Plant species traits are the predominant control on litter decomposition rates within biomes worldwide. Ecology Letters 11:1065-1071.",micrantha
Trema orientalis,270.0,,Cannabaceae,Trema,C3,"Wright, I. J., P. B. Reich, M. Westoby, D. D. Ackerly, Z. Baruch, F. Bongers, J. Cavender-Bares, T. Chapin, J. H. C. Cornelissen, M. Diemer, J. Flexas, E. Garnier, P. K. Groom, J. Gulias, K. Hikosaka, B. B. Lamont, T. Lee, W. Lee, C. Lusk, J. J. Midgley, M. L. Navas, U. Niinemets, J. Oleksyn, N. Osada, H. Poorter, P. Poot, L. Prior, V. I. Pyankov, C. Roumet, S. C. Thomas, M. G. Tjoelker, E. J. Veneklaas, and R. Villar. 2004. The worldwide leaf economics spectrum. Nature 428:821-827.",orientalis
Trema tomentosa,210.0,,Cannabaceae,Trema,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",tomentosa
Tribulus terrestris,217.69875000000002,21.876640926549186,Zygophyllaceae,Tribulus,C4,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",terrestris
Trichilia elegans,201.76220711319198,20.28110197236001,Meliaceae,Trichilia,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",elegans
Trifolium arvense,196.0,0.0,Fabaceae,Trifolium,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",arvense
Trifolium campestre,106.66666666666667,16.666666666666668,Fabaceae,Trifolium,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",campestre
Trifolium dubium,128.0,9.695359714832659,Fabaceae,Trifolium,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",dubium
Trifolium fragiferum,122.57142857142857,8.501700510170059,Fabaceae,Trifolium,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",fragiferum
Trifolium hybridum,144.57142857142858,5.53283335172488,Fabaceae,Trifolium,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",hybridum
Trifolium polyphyllum,145.00000085445902,,Fabaceae,Trifolium,C3,"Cornwell, W. K., J. H. C. Cornelissen, K. Amatangelo, E. Dorrepaal, V. T. Eviner, O. Godoy, S. E. Hobbie, B. Hoorens, H. Kurokawa, N. Pérez-Harguindeguy, H. M. Quested, L. S. Santiago, D. A. Wardle, I. J. Wright, R. Aerts, S. D. Allison, P. van Bodegom, V. Brovkin, A. Chatain, T. V. Callaghan, S. Díaz, E. Garnier, D. E. Gurvich, E. Kazakou, J. A. Klein, J. Read, P. B. Reich, N. A. Soudzilovskaia, M. V. Vaieretti, and M. Westoby. 2008. Plant species traits are the predominant control on litter decomposition rates within biomes worldwide. Ecology Letters 11:1065-1071.",polyphyllum
Trifolium pratense,160.72727272727272,7.606440031239255,Fabaceae,Trifolium,C3,"Quested, H. M., J. H. C. Cornelissen, M. C. Press, T. V. Callaghan, R. Aerts, F. Trosien, P. Riemann, D. Gwynn-Jones, A. Kondratchuk, and S. E. Jonasson. 2003. Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites. Ecology 84:3209-3221.",pratense
Trifolium repens,134.10494623655913,5.911100312338815,Fabaceae,Trifolium,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",repens
Trifolium subterraneum,131.0,5.6950270704653665,Fabaceae,Trifolium,C3,"Fitter, A. H. and H. J. Peat 1994. The Ecological Flora Database. Journal of Ecology 82:415-425.",subterraneum
Trilepisium madagascariense,224.04000000000002,12.996830382827959,Moraceae,Trilepisium,C3,"Domingues TF, Meir P, Feldpausch TR, et al. (2010) Co-limitation of photosynthetic capacity by nitrogen and phosphorus in West Africa woodlands. Plant, Cell & Environment (33): 959-980.",madagascariense
Triplaris cumingiana,151.85185185185185,6.78919530909406,Polygonaceae,Triplaris,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",cumingiana
Tripleurospermum inodorum,270.0,0.0,Asteraceae,Tripleurospermum,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",inodorum
Triplochiton scleroxylon,233.76666666666668,6.964752528107353,Malvaceae,Triplochiton,C3,"Domingues TF, Meir P, Feldpausch TR, et al. (2010) Co-limitation of photosynthetic capacity by nitrogen and phosphorus in West Africa woodlands. Plant, Cell & Environment (33): 959-980.",scleroxylon
Trisetum flavescens,134.4444444444444,11.762102310150917,Poaceae,Trisetum,C3,"Díaz, S., J. G. Hodgson, K. Thompson, M. Cabido, J. H. C. Cornelissen, A. Jalili, G. Montserrat-Martí, J. P. Grime, F. Zarrinkamar, Y. Asri, S. R. Band, S. Basconcelo, P. Castro-Díez, G. Funes, B. Hamzehee, M. Khoshnevi, N. Pérez-Harguindeguy, M. C. Pérez-Rontomé, F. A. Shirvany, F. Vendramini, S. Yazdani, R. Abbas-Azimi, A. Bogaard, S. Boustani, M. Charles, M. Dehghan, L. de Torres-Espuny, V. Falczuk, J. Guerrero-Campo, A. Hynd, G. Jones, E. Kowsary, F. Kazemi-Saeed, M. Maestro-Martínez, A. Romo-Díez, S. Shaw, B. Siavash, P. Villar-Salvador, and M. R. Zak. 2004. The plant traits that drive ecosystems: Evidence from three continents. Journal of Vegetation Science 15:295-304.",flavescens
Tristachya leucothrix,150.0,5.773502691896258,Poaceae,Tristachya,C4,"Craine, J. M., W. G. Lee, W. J. Bond, R. J. Williams, and L. C. Johnson. 2005. Environmental constraints on a global relationship among leaf and root traits of grasses. Ecology 86:12-19.",leucothrix
Trollius europaeus,340.0,,Ranunculaceae,Trollius,C3,"Quested, H. M., J. H. C. Cornelissen, M. C. Press, T. V. Callaghan, R. Aerts, F. Trosien, P. Riemann, D. Gwynn-Jones, A. Kondratchuk, and S. E. Jonasson. 2003. Decomposition of sub-arctic plants with differing nitrogen economies: A functional role for hemiparasites. Ecology 84:3209-3221.",europaeus
Trophis racemosa,208.75,7.633677116291301,Moraceae,Trophis,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",racemosa
Trymatococcus amazonicus,227.33333333333326,5.301310110613121,Moraceae,Trymatococcus,C3,"Cornwell WK, Wright I, Turner J, Maire V, Barbour M, Cernusak L, Dawson T, Ellsworth D, Farquhar G, Griffiths H, Keitel C, Knohl A, Reich P, Williams D, Bhaskar R, Cornelissen JHC, Richards A, Schmidt S, Valladares F, Körner C, Schulze E, Buchmann N, Santiago L. 2017. A global dataset of leaf D13 C values. 10.5281/zenodo.569501",amazonicus
Tsuga heterophylla,458.375,28.651188893307722,Pinaceae,Tsuga,C3,"Reich, P. B., J. Oleksyn, and I. J. Wright. 2009. Leaf phosphorus influences the photosynthesis-nitrogen relation: a cross-biome analysis of 314 species. Oecologia 160:207-212.",heterophylla
Tsuga sieboldii,20000.0,9999.999999999998,Pinaceae,Tsuga,C3,"Iversen CM, McCormack ML, Powell AS, Blackwood CB, Freschet GT, Kattge J, Roumet C, Stover DB, Soudzilovskaia NA, Valverde-Barrantes OJ, van Bodegom PM, Violle C (2017) A global Fine-Root Ecology Database to address belowground challenges in plant ecology. New Phytologist. doi:10.1111/nph.14486.",sieboldii
